"schema","uuid","id","title","datasetcreationdate","abstract","keyword","geoBox","temporalExtent","image","responsibleParty","link","metadatacreationdate","LegalConstraints"
"iso19139","24d95510-9c9c-4126-adb6-590faebf2bb0","841","City of Oregon OH Pump Station (leorgn)","2015-06-20","After lake water flows into the Low Pressure Pumping Station through the raw water intake line, the water is pumped to the water treatment plant on North Curtice Rd near Maumee Bay State Park. The pump station can be either locally or remotely operated by signals sent from the water treatment plant. The pumps located at the station range from 8 million gallons per day (MGD) to 17.2 MGD. Activated carbon is fed at this location to address taste and odor causing agents in the raw water. The building also contains an auxiliary power plant capable of generating total electrical power for the station. Since the onset of the Zebra Mussel infestation in Lake Erie, it is necessary to feed potassium permanganate to limit their growth in the intake conduit, the low pressure force main and the suction wells.","water temperature###ph###conductivity###cyanobacteria (blue-green algae)###chlorophyll###turbidity###water quality###Longitude -83.29030###Latitude 41.67196###Lake Erie###Great Lakes###leorgn###City of Oregon, OH###HABs###Harmful Algal Blooms###GLOS###water temperature###pH###conductivity###cyanobacteria###blue-green algae###chlorophyll###turbidity###water quality###Lake Erie###Great Lakes###habs###observationsBuoys###temperature###water_quality###WaterTemperature###ysi_turbidity###water_conductivity###ysi_blue_green_algae###ysi_chlorophyll###ph","-83.29###-83.29###41.67###41.67","2015-06-20","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=24d95510-9c9c-4126-adb6-590faebf2bb0&fname=sondes_sm_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=24d95510-9c9c-4126-adb6-590faebf2bb0&fname=sondes.png","Doug WagnerCity of Oregon, OHdwagner@ci.oregon.oh.ushttp://www.oregonohio.org/###Ed VerhammeLimnoTech501 Avis Dr.Ann ArborMI48108everhamme@limno.com###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIkkoch@limno.com","###http://data.glos.us/habs######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=leorgn######http://data.glos.us/metadata?uuid=24d95510-9c9c-4126-adb6-590faebf2bb0","2018-10-09T18:24:32","",
"iso19139","e22e93ec-cd9d-4173-8eb2-bd12040694ef","859","Elyria Pump Station (leelyria)","2015-07-21","In the late 1800’s, the City of Elyria purchased property on the shore of Lake Erie, which is now inside the city limits of Lorain, to build a water plant and pump treated water to its citizens. Elyria is believed to be the first inland City in the United States to pump treated water from the Great Lakes. Among the latest improvements include a new High Service Pump House that pumps water from Lake Erie in Lorain to Elyria; new Low Service Screens and Pumps that screen out debris; and renovations to the Water Plant Laboratory.","water temperature###ph###conductivity###cyanobacteria (blue-green algae)###chlorophyll###turbidity###water quality###Longitude -82.2161###Latitude 41.4545###Lake Erie###Great Lakes###City of Elyria, OH###leelyria###HABs###Harmful Algal Blooms###GLOS###water temperature###pH###conductivity###cyanobacteria###blue-green algae###chlorophyll###turbidity###water quality###Lake Erie###Elyria###OH###Great Lakes###habs###observationsBuoys###water_quality###temperature###WaterTemperature###ysi_turbidity###water_conductivity###ysi_blue_green_algae###ysi_chlorophyll###ph","-82.22###-82.22###41.45###41.45","2015-07-21","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=e22e93ec-cd9d-4173-8eb2-bd12040694ef&fname=sondes_sm_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=e22e93ec-cd9d-4173-8eb2-bd12040694ef&fname=sondes.png","Eric CovenCity of Elyriaecoven@cityofelyria.orghttp://www.cityofelyria.org/department/water-distribution/###Ed VerhammeLimnoTech501 Avis Dr.Ann ArborMI48108everhamme@limno.com###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIkkoch@limno.com","###http://data.glos.us/habs######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Elyria+Pump+Station######http://data.glos.us/metadata?uuid=e22e93ec-cd9d-4173-8eb2-bd12040694ef","2018-10-09T18:10:51","",
"iso19139","382b22c6-ff17-488b-8921-1d2dbf800ee5","866","Ottawa County Pump Station (leoc)","2015-06-28","The Ottawa County Regional Water Treatment Plant radio telemetry system provides data communications between our elevated tanks, raw water pump station and the water plant. Monitoring of turbidity, particle counting and streaming current has been provided to enhance compliance with present and future water regulations.","water temperature###ph###conductivity###cyanobacteria (blue-green algae)###chlorophyll###water quality###Longitude -82.9386###Latitude 41.514315###Lake Erie###Great Lakes###Ottawa County, OH###leoc###HABs###Harmful Algal Blooms###GLOS###water temperature###ph###conductivity###cyanobacteria###blue-green algae###chlorophyll###water quality###Lake Erie###Great Lakes###Ottawa County###OH###habs###observationsBuoys###temperature###water_quality###WaterTemperature###dissolved_oxygen_saturation###dissolved_oxygen###water_conductivity###ysi_blue_green_algae###ysi_chlorophyll###ph","-82.94###-82.94###41.51###41.51","2015-06-28","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=382b22c6-ff17-488b-8921-1d2dbf800ee5&fname=sondes_sm_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=382b22c6-ff17-488b-8921-1d2dbf800ee5&fname=sondes.png","Ron WetzelOttawa County Regional Water Treatment PlantSuperintendentRWetzel@co.ottawa.oh.ushttp://www.co.ottawa.oh.us/sanitaryengineer/wateroperations.htm###Ed VerhammeLimnoTech501 Avis Dr.Ann ArborMI48108everhamme@limno.com###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIkkoch@limno.com","###http://data.glos.us/habs######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Ottawa+County+Pump+Station######http://data.glos.us/metadata?uuid=382b22c6-ff17-488b-8921-1d2dbf800ee5","2018-10-09T18:23:44","",
"iso19139","e621cb21-0870-49b0-969a-49f86984cca0","1006","Mentor Wet Well (lementor)","2015-12-01","A YSI EXO2 sonde is installed in the wet well at the lake pump station for the water treatment plant operated by Aqua America in Mentor, Ohio. The sensor is located approximately 6ft below the water surface in the wet well. The station was installed by LimnoTech on November 19, 2015 and is part of the GLOS Lake Erie HABs monitoring network.","water temperature###ph###conductivity###cyanobacteria (blue-green algae)###chlorophyll###turbidity###water quality###dissolved gasses###Longitude -81.363###Latitude 41.721###Lake Erie###Great Lakes###lementor###Mentor, OH###HABs###Harmful Algal Blooms###GLOS###water temperature###pH###conductivity###cyanobacteria###blue-green algae###chlorophyll###turbidity###water quality###Lake Erie###Great Lakes###habs###observationsBuoys###temperature###water_quality###WaterTemperature###ysi_turbidity###water_conductivity###ysi_blue_green_algae###ysi_chlorophyll###ph###dissolved_oxygen_saturation###dissolved_oxygen","-81.363###-81.363###41.721###41.721","2015-11-20","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=24d95510-9c9c-4126-adb6-590faebf2bb0&fname=sondes_sm_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=24d95510-9c9c-4126-adb6-590faebf2bb0&fname=sondes.png","Bill BowersAqua AmericaWMBowers@aquaamerica.com###Ed VerhammeLimnoTech501 Avis Dr.Ann ArborMI48108everhamme@limno.com###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIkkoch@limno.com","###http://data.glos.us/habs######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Mentor+Wet+Well######http://data.glos.us/metadata?uuid=e621cb21-0870-49b0-969a-49f86984cca0","2018-10-09T18:21:51","",
"iso19139","13961f4e-4ed6-47e7-a4cb-266acb485f37","862","Marblehead Pump Station (lemrbhd)","2015-07-21","The Village of Marblehead public water system uses surface water drawn from an intake placed 550 feet out from shore in Lake Erie. The Board of Public Affairs and the Water Department are proud to be part of service to our community providing safe, high quality water 365 days a year. The village monitors and evaluates the water for biological and organic contaminants as required by the EPA.","water temperature###ph###conductivity###cyanobacteria (blue-green algae)###chlorophyll###water quality###Longitude -82.7269###Latitude 41.5426###Lake Erie###Great Lakes###Village of Marblehead, OH###lemrbhd###HABs###Harmful Algal Blooms###GLOS###water temperature###ph###conductivity###cyanobacteria###blue-green algae###chlorophyll###water quality###Lake Erie###Great Lakes###Village of Marblehead###OH###habs###observationsBuoys###temperature###water_quality###WaterTemperature###water_conductivity###ysi_blue_green_algae###ysi_chlorophyll###ph","-82.73###-82.73###41.54###41.54","2015-07-21","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=13961f4e-4ed6-47e7-a4cb-266acb485f37&fname=sondes_sm_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=13961f4e-4ed6-47e7-a4cb-266acb485f37&fname=sondes.png","Matt BerryUniversity of Toledomarwater@cros.nethttp://www.marblehead.org/index.aspx?NID=94###Ed VerhammeLimnoTech501 Avis Dr.Ann ArborMI48108everhamme@limno.com###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIkkoch@limno.com","###http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Marblehead+Pump+Station######http://data.glos.us/metadata?uuid=13961f4e-4ed6-47e7-a4cb-266acb485f37######http://data.glos.us/habs","2018-10-09T18:22:40","",
"iso19139","02e401b4-79f0-4981-ad67-bd993080b655","861","Little Cedar Point buoy (utlcp)","2015-05-01","Researchers at the University's Lake Erie Center sensors monitor blue-green algae. Missions of the Center include researching environmental conditions in Maumee Bay and western Lake Erie as well as discerning linkages among land-use practices, water quality, habitat, economics, natural resources, sustainability, and environmental and public health. The UT HAB Buoy is sponsored by the Ohio Board of Regents and the University of Toledo.","water temperature###ph###conductivity###cyanobacteria (blue-green algae)###chlorophyll###turbidity###water quality###dissolved gasses###Longitude -83.370224###Latitude 41.724365###Lake Erie###Great Lakes###Little Cedar Point, OH###utlcp###HABs###Harmful Algal Blooms###GLOS###dissolved oxygen saturation###University of Toledo###water temperature###pH###conductivity###cyanobacteria###blue-green algae###chlorophyll###turbidity###water quality###dissolved gasses###Lake Erie###Great Lakes###Little Cedar Point###OH###habs###observationsBuoys###temperature###water_quality###WindDirection###WaterTemperature###Air Pressure###dissolved_oxygen_saturation###WindSpeed###ysi_turbidity###dissolved_oxygen###water_conductivity###ysi_blue_green_algae###ysi_chlorophyll###ph###battery_voltage###Air Temperature###Significant Wave Period","-83.37###-83.37###41.72###41.72","2015-07-03","","Thomas BridgemanUniversity of ToledoThomas.Bridgeman@utoledo.eduhttp://www.utoledo.edu/###Ed VerhammeLimnoTech501 Avis Dr.Ann ArborMI48108everhamme@limno.com###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIkkoch@limno.com","###http://data.glos.us/habs######https://wqdatalive.com/public/515######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Little+Cedar+Point######http://tds.glos.us/thredds/sos/buoy_agg/utlcp/utlcp.ncml######http://tds.glos.us/thredds/dodsC/buoy_agg_standard/utlcp/utlcp.ncml######http://tds.glos.us/thredds/dodsC/buoy_agg/utlcp/utlcp.ncml.html######http://data.glos.us/metadata?uuid=02e401b4-79f0-4981-ad67-bd993080b655","2018-10-09T18:40:24","",
"iso19139","5d90cc9d-6a5c-4cce-b8c5-92beb0cd5791","1442","Sandusky Bay - Edison Bridge Water Quality and Current Station (SB-EDISON)","2018-08-24","The Sandusky Bay Edison Bridge station was installed to monitor water quality as well as current speed of the water moving from Sandusky Bay into Lake Erie.","ph###water temperature###conductivity###cyanobacteria (blue-green algae)###chlorophyll###turbidity###water quality###dissolved gasses###Longitude -82.834523###Latitude 41.481047###Lake Erie###Great Lakes###Sandusky Bay###SB-EDISON###HABs###Harmful Algal Blooms###Water intake###BGSU###dissolved oxygen###dissolved oxygen saturation###ph###water temperature###conductivity###cyanobacteria###blue-green algae###chlorophyll###turbidity###water quality###dissolved gasses###Lake Erie###Great Lakes###Sandusky Bay###microcystin###Microcystis###algae###water current###habs###observationsBuoys###temperature###water_quality###ysi_chlorophyll###ysi_blue_green_algae###WaterTemperature###ph###water_conductivity###dissolved_oxygen_saturation###dissolved_oxygen###ysi_turbidity","-82.83452###-82.83452###41.48105###41.48105","2018-08-24","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=aec7eb5d-7bcd-415c-8981-b9eeeed7d81d&fname=bgsusd_sm_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=aec7eb5d-7bcd-415c-8981-b9eeeed7d81d&fname=bgsusd_sm.png","George S. BullerjahnBowling Green State UniversityProfessor of Biological Sciences419-372-8527Department of Biological SciencesLife Sciences 516Bowling GreenOH43403United Statesbullerj@bgsu.eduhttps://www.bgsu.edu/arts-and-sciences/biological-sciences/faculty-and-staff/alphabetical-listing/george-bullerjahn.html###Greg CutrellLimnoTechProject Scientist###George S. BullerjahnBowling Green State UniversityProfessor of Biological Sciencesbullerj@bgsu.edu","###http://data.glos.us/habs######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Sandusky+Bay+Edison+Bridge+Station######http://data.glos.us/metadata?uuid=5d90cc9d-6a5c-4cce-b8c5-92beb0cd5791######http://glbuoys.glos.us/sbedison","2018-10-09T18:26:56","",
"iso19139","92456797-d800-4d3b-8077-a14dae4987bc","860","Gibraltar Island Buoy (osugi)","2015-05-26","Data from Ohio State University's Stone Laboratory, Gibraltar Island buoy for inclusion in GLOS' Harmful Algal Bloom Viewer.","water temperature###ph###conductivity###cyanobacteria (blue-green algae)###chlorophyll###turbidity###water quality###dissolved gasses###Longitude -82.8231###Latitude 41.65912###Lake Erie###Great Lakes###Gibraltar Island, OH###osugi###HABs###Harmful Algal Blooms###GLOS###dissolved oxygen###dissolved oxygen saturation###water temperature###conductivity###cyanobacteria###blue-green algae###chlorophyll###turbidity###water quality###dissolved gases###Lake Erie###Great Lakes###Gibraltar Island###OH###OSU###habs###observationsBuoys###water_quality###temperature###WindDirection###Air Pressure###AirTemperature###WaterTemperature###WindSpeed###Relative Humidity###ysi_turbidity###water_conductivity###dissolved_oxygen###dissolved_oxygen_saturation###ysi_chlorophyll###ysi_blue_green_algae###ph###Significant Wave Period###WaterTemperature @   0 ft","-82.82000000000001###-82.82000000000001###41.66###41.66","2015-05-26","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=92456797-d800-4d3b-8077-a14dae4987bc&fname=osugi_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=92456797-d800-4d3b-8077-a14dae4987bc&fname=osugi.png","Justin ChaffinOhio State University Stone Laboratorychaffin.46@osu.eduhttp://stonelab.osu.edu/###Ed VerhammeLimnoTech501 Avis Dr.Ann ArborMI48108everhamme@limno.com###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIkkoch@limno.com","###http://data.glos.us/habs######https://wqdatalive.com/public/64######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Gibraltar+Island+Station######http://data.glos.us/metadata?uuid=92456797-d800-4d3b-8077-a14dae4987bc","2018-10-09T18:25:24","",
"iso19139","99929b56-e2ed-43c1-9285-7f2f717a5fb6","867","Toledo Low Service Pump Station (tollsps)","2015-02-13","Data from Toledo low service pump station for inclusion in GLOS Harmful Algal Bloom Viewer.","ph###water temperature###conductivity###cyanobacteria (blue-green algae)###chlorophyll###turbidity###water quality###Longitude -83.81###Latitude 41.68###Lake Erie###Great Lakes###Toledo, OH###tollsps###HABs###Harmful Algal Blooms###Water intake###LimnoTech###GLOS###pH###water temperature###conductivity###cyanobacteria###blue-green algae###chlorophyll###turbidity###water quality###Lake Erie###Great Lakes###Toledo###OH###GLOS_funded###habs###observationsBuoys###temperature###water_quality###ysi_chlorophyll###ysi_blue_green_algae###WaterTemperature###ysi_turbidity###ph###water_conductivity###dissolved_oxygen_saturation###dissolved_oxygen","-83.31###-83.31###41.68###41.68","2015-02-13","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=99929b56-e2ed-43c1-9285-7f2f717a5fb6&fname=sondes_sm_s.png","Andrew McClureCity of ToledoPlant AdministratorAndrew.McClure@toledo.oh.govhttp://toledo.oh.gov/services/public-utilities/water-treatment/###Ed VerhammeLimnoTech501 Avis Dr.Ann ArborMI48108everhamme@limno.com###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIkkoch@limno.com","###http://data.glos.us/habs######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Toledo+Low+Service+Pump+Station######http://data.glos.us/metadata?uuid=99929b56-e2ed-43c1-9285-7f2f717a5fb6","2018-10-09T18:39:42","",
"iso19139","6349eecd-2b05-46d5-93ed-fe87f00e4702","858","City of Toledo Water Intake Crib (tolcrib)","2015-05-01","Data from Toledo Water Intake Crib (bottom) for inclusion in GLOS Harmful Algal Bloom Viewer.","ph###water temperature###conductivity###cyanobacteria (blue-green algae)###chlorophyll###turbidity###water quality###Longitude -83.3079###Latitude 41.67496###Lake Erie###Great Lakes###Toledo, OH###tolcrib###HABs###Harmful Algal Blooms###Water intake###LimnoTech###GLOS###pH###water temperature###conductivity###cyanobacteria###blue-green algae###chlorophyll###turbidity###water quality###Toledo###OH###Lake Erie###Great Lakes###ysi_chlorophyll###ysi_blue_green_algae###WaterTemperature###ysi_turbidity###ph###water_conductivity###habs###observationsBuoys###water_quality###temperature","-83.31###-83.31###41.68###41.68","2015-05-20","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=6349eecd-2b05-46d5-93ed-fe87f00e4702&fname=sondes_sm_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=6349eecd-2b05-46d5-93ed-fe87f00e4702&fname=sondes.png","Andrew McClureCity of ToledoPlant AdministratorAndrew.McClure@toledo.oh.govhttp://toledo.oh.gov/services/public-utilities/water-treatment/###Ed VerhammeLimnoTech501 Avis Dr.Ann ArborMI48108everhamme@limno.com###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIkkoch@limno.com","###http://data.glos.us/habs######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=City+of+Toledo+Water+Intake+Crib######http://data.glos.us/metadata?uuid=6349eecd-2b05-46d5-93ed-fe87f00e4702","2018-10-09T18:27:49","",
"iso19139","d52a49ce-d046-43bf-ba1b-067b93b66501","1430","Sandusky Subbasin Buoy (osuss)","2018-06-07","Water quality buoy in the Sandusky Subbasin of Lake Erie.","water temperature###ph###conductivity###cyanobacteria (blue-green algae)###chlorophyll###turbidity###water quality###dissolved gasses###Longitude -82.4611###Latitude 41.53277###Lake Erie###Great Lakes###Sandusky Subbasin###osuss###HABs###Harmful Algal Blooms###GLOS###water temperature###conductivity###cyanobacteria###blue-green algae###chlorophyll###turbidity###water quality###dissolved gases###Lake Erie###Great Lakes###OH###OSU###Sandusky Subbasin###habs###observationsBuoys###water_quality###temperature###WaterTemperature###ysi_turbidity###water_conductivity###ysi_chlorophyll###ysi_blue_green_algae###ph","-82.46110000000002###-82.46110000000002###41.53277###41.53277","2018-07-09","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=d52a49ce-d046-43bf-ba1b-067b93b66501&fname=KIMG1183_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=d52a49ce-d046-43bf-ba1b-067b93b66501&fname=KIMG1183.png","Justin ChaffinOhio State University Stone Laboratory878 Bayview Ave PO Box 119Put-in-BayOH43456chaffin.46@osu.eduhttp://stonelab.osu.edu/###Justin ChaffinOhio State UniversityPut-in-BayOHchaffin.46@usu.edu","###http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Sandusky+Subbasin+Buoy######http://data.glos.us/metadata?uuid=d52a49ce-d046-43bf-ba1b-067b93b66501","2018-10-09T18:26:06","",
"iso19139","a1742429-c80e-4870-a075-7bb8b96d95eb","1140","NOAA GLERL WE13 (glerlwe13)","2016-07-19","GLERL and CIGLR researchers are working to identify factors that influence harmful algal blooms (HABs) and to develop methods to forecast toxic cyanobacteria blooms. Research is focused on improving our ability to predict when algal blooms will occur, whether or not they are toxic, and their impact on human health. Field monitoring and observations collected by GLERL researchers keep track of nutrients at six master stations and two fixed moorings in western Lake Erie. The information gained from the field monitoring and observation assists in the development of probabilistic models for Lake Erie, which will be used to predict the magnitude of algal blooms while taking into account seasonal factors. GLERL and CIGLR's research and models support NOAA's National Centers for Coastal Ocean Science in monitoring and forecasting these harmful blooms through the the Harmful Algal Bloom Bulletin.","water temperature###ph###conductivity###cyanobacteria (blue-green algae)###chlorophyll###water quality###dissolved gasses###turbidity###Longitude -83.13336###Latitude 41.7335###Lake Erie###Great Lakes###glerlwe13###HABs###Harmful Algal Blooms###GLOS###dissolved oxygen###dissolved oxygen saturation###NOAA GLERL###water temperature###ph###conductivity###cyanobacteria###blue-green algae###chlorophyll###water quality###dissolved gasses###turbidity###Lake Erie###Great Lakes###WE13###CIGLR###habs###observationsBuoys###temperature###water_quality###WindDirection###WindSpeed###ysi_chlorophyll###ysi_blue_green_algae###AirTemperature###Wind Gust###Air Pressure###WaterTemperature###ysi_turbidity###water_conductivity###dissolved_oxygen_saturation###dissolved_oxygen###battery_voltage","-83.13336###-83.13336###41.73349###41.73349","2016-07-19","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=9f4a657f-2648-49dd-917e-61c9c8205cea&fname=sondes.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=9f4a657f-2648-49dd-917e-61c9c8205cea&fname=sondes_sm_s.png","Steve RubergNOAA GLERLSteve.Ruberg@noaa.govhttp://www.glerl.noaa.gov/###Ed VerhammeLimnoTech501 Avis Dr.Ann ArborMI48108everhamme@limno.com###Russ MillerUniversity of Michigan - Cooperative Institute for Great Lakes Research (CIGLR)rusmil@umich.eduhttps://ciglr.seas.umich.edu###Kathy KochLimnoTech GLOSData Curator734-332-1200Ann ArborMIkkoch@limno.com","###http://data.glos.us/habs######https://www.glerl.noaa.gov/res/HABs_and_Hypoxia/habTracker.html######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=NOAA+GLERL+WE13######http://data.glos.us/metadata?uuid=a1742429-c80e-4870-a075-7bb8b96d95eb","2018-10-09T17:31:27","",
"iso19139","461d9fec-4d48-49ba-946a-7f3614241105","281","Port Sheldon (Holland) buoy (45029)","2012-08-09","GLOS in-situ buoy in Lake Michigan, between Grand Haven and Holland. Owned and maintained by LimnoTech.","air temperature###atmospheric pressure###significant wave height###wave period###wind speed/wind direction###dew point temperature###significant wave period###water temperature - surface###wind speed###wind from direction###air pressure at sea level###sea surface wave significant height###sea surface wind wave period###wind speed of gust###GLOS###NDBC ID 45029###waves###buoys###observations###air temperature###atmospheric pressure###significant wave height###wave period###wind speed/wind direction###dew point temperature###Lake Michigan###Holland###Port Sheldon###MI###Great Lakes###Longitude -86.272###Latitude 42.900###Lake Michigan###Holland###Port Sheldon, MI###Great Lakes###observationsBuoys###climatology###temperature###WindDirection###Significant Wave Period###WindSpeed###SignificantWaveHeight###AirTemperature###Dew Point###Wind Gust###WaterTemperature###WaterTemperature @   3 ft###WaterTemperature @  10 ft###WaterTemperature @  13 ft###WaterTemperature @  16 ft###WaterTemperature @  20 ft###WaterTemperature @  23 ft###WaterTemperature @  26 ft###WaterTemperature @  30 ft###WaterTemperature @  33 ft###WaterTemperature @  36 ft###WaterTemperature @  39 ft###WaterTemperature @  43 ft###WaterTemperature @  46 ft###WaterTemperature @  49 ft###WaterTemperature @  52 ft###WaterTemperature @  56 ft###WaterTemperature @  59 ft###WaterTemperature @  62 ft###WaterTemperature @  66 ft###WaterTemperature @  69 ft###battery_voltage###max_wave_height###significant_wave_from_direction","-86.272###-86.272###42.9###42.9","2012-08-09","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=461d9fec-4d48-49ba-946a-7f3614241105&fname=45029_sm_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=461d9fec-4d48-49ba-946a-7f3614241105&fname=45029.png","Ed VerhammeLimnoTech734-332-1200501 Avis Dr.Ann ArborMI48108United Stateseverhamme@limno.comhttp://www.limno.com/buoy/###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIUSAkkoch@limno.com","###http://glbuoys.glos.us/45029######http://www.ndbc.noaa.gov/station_page.php?station=45029######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Holland+Buoy######http://data.glos.us/metadata?uuid=461d9fec-4d48-49ba-946a-7f3614241105","2018-10-09T16:48:18","",
"iso19139","b6ca1a37-ae9c-4188-b033-c9d14c8366c6","78","Cook Plant buoy (45026)","2011-06-09","GLOS in-situ buoy in Lake Michigan, St. Joseph near Cook Nuclear Plant. This buoy was designed by the University of Michigan's Ocean Engineering Laboratory (OEL) and deployed in 2011 through a partnership with LimnoTech. Buoy is sponsored by Cook Nuclear Plant.","atmospheric pressure###air temperature###dew point temperature###significant wave height###wave period###water temperature###wind speed/wind direction###Longitude -86.617###Latitude 41.983###Lake Michigan###St. Joseph, MI###Cook Nuclear Plant###Great Lakes###observationsBuoys###climatology###temperature###atmospheric pressure###air temperature###dew point temperature###significant wave height###wave period###water temperature###wind speed/wind direction###air pressure###dew point###significant wave period###water temperature - surface###wind speed###wind gust###wind from direction###thermistor###NDBC ID 45026###GLOS###buoys###waves###observations###Lake Michigan###St. Joseph###MI###Cook Nuclear Plant###Great Lakes###GLOS_funded###WindDirection###Significant Wave Period###WindSpeed###SignificantWaveHeight###AirTemperature###Dew Point###Wind Gust###Air Pressure###WaterTemperature###WaterTemperature @   3 ft###WaterTemperature @  10 ft###WaterTemperature @  16 ft###WaterTemperature @  23 ft###WaterTemperature @  30 ft###WaterTemperature @  36 ft###WaterTemperature @  43 ft###WaterTemperature @  49 ft###WaterTemperature @  56 ft###eastward_current###northward_current###battery_voltage###max_wave_height###significant_wave_from_direction","-86.617###-86.617###41.983###41.983","2011-06-09","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=b6ca1a37-ae9c-4188-b033-c9d14c8366c6&fname=45026_sm_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=b6ca1a37-ae9c-4188-b033-c9d14c8366c6&fname=45026.png","Ed VerhammeLimnoTech734-332-1200501 Avis Dr.Ann ArborMI48108United Stateseverhamme@limno.com###University of Michigan###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIUSAkkoch@limno.com","###http://glbuoys.glos.us/45026######http://www.ndbc.noaa.gov/station_page.php?station=45026######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=U-GLOS+Station+45026%2C+Near+Cook+Nuclear+Plant######http://data.glos.us/metadata?uuid=b6ca1a37-ae9c-4188-b033-c9d14c8366c6","2018-10-09T16:45:20","",
